#0	0
#0.35	0
#0.7	0.1
#1.06	0.3
1.43	0.5
1.77	0.8
2.13	1.2
2.48	1.5
2.84	1.9
3.18	2.2
3.59	2.6
3.88	2.7
4.25	3
4.62	3.4
4.94	3.7
5.33	4.2
5.64	4.5
6.01	4.9
6.35	5.4
6.7	5.7
7.08	6.1

