                                   *simulacao
                                   DC transfer characteristic  Thu Oct 30 10:09:08  2014
--------------------------------------------------------------------------------
Index   v-sweep         v(10,11)/10     v(12)/10        
--------------------------------------------------------------------------------
0	-1.60000e+01	-5.27904e-10	-7.11517e-01	
1	-1.59900e+01	-5.27885e-10	-7.11517e-01	
2	-1.59800e+01	-5.27865e-10	-7.11517e-01	
3	-1.59700e+01	-5.27844e-10	-7.11517e-01	
4	-1.59600e+01	-5.27824e-10	-7.11517e-01	
5	-1.59500e+01	-5.27804e-10	-7.11517e-01	
6	-1.59400e+01	-5.27784e-10	-7.11517e-01	
7	-1.59300e+01	-5.27764e-10	-7.11517e-01	
8	-1.59200e+01	-5.27744e-10	-7.11517e-01	
9	-1.59100e+01	-5.27724e-10	-7.11517e-01	
10	-1.59000e+01	-5.27704e-10	-7.11517e-01	
11	-1.58900e+01	-5.27684e-10	-7.11517e-01	
12	-1.58800e+01	-5.27664e-10	-7.11517e-01	
13	-1.58700e+01	-5.27644e-10	-7.11517e-01	
14	-1.58600e+01	-5.27624e-10	-7.11517e-01	
15	-1.58500e+01	-5.27604e-10	-7.11517e-01	
16	-1.58400e+01	-5.27584e-10	-7.11517e-01	
17	-1.58300e+01	-5.27564e-10	-7.11517e-01	
18	-1.58200e+01	-5.27544e-10	-7.11517e-01	
19	-1.58100e+01	-5.27524e-10	-7.11517e-01	
20	-1.58000e+01	-5.27504e-10	-7.11517e-01	
21	-1.57900e+01	-5.27484e-10	-7.11517e-01	
22	-1.57800e+01	-5.27464e-10	-7.11517e-01	
23	-1.57700e+01	-5.27444e-10	-7.11517e-01	
24	-1.57600e+01	-5.27424e-10	-7.11517e-01	
25	-1.57500e+01	-5.27404e-10	-7.11517e-01	
26	-1.57400e+01	-5.27384e-10	-7.11517e-01	
27	-1.57300e+01	-5.27364e-10	-7.11517e-01	
28	-1.57200e+01	-5.27344e-10	-7.11517e-01	
29	-1.57100e+01	-5.27324e-10	-7.11517e-01	
30	-1.57000e+01	-5.27304e-10	-7.11517e-01	
