-72	60
-73	61
-71	61
-71	63
-72	63
-71	63
-70	64
-71	63
-71	64
-71	64
-69	66
-71	67
-71	66
-70	67
-70	67
-70	69
-67	70
-69	69
-69	71
-71	70
-69	70
-68	71
-68	73
-68	73
-68	74
-67	76
-69	75
-69	76
-67	77
-66	76
-67	77
-68	78
-66	79
-68	78
-66	78
-68	78
-67	79
-66	80
-66	80
-65	81
-66	81
-65	82
-66	83
-65	82
-64	84
-65	84
-64	83
-64	84
-63	86
-65	85
-63	87
-63	86
-63	88
-62	87
-64	88
-61	89
-61	91
-63	89
-63	89
-60	90
-59	88
-60	91
-60	91
-62	89
-58	88
-59	91
-60	91
-60	91
-58	89
-61	91
-58	91
-57	91
-58	91
-59	93
-56	91
-57	91
-56	91
-56	90
-55	88
-55	89
-55	89
-55	89
-54	89
-54	88
-55	88
-53	87
-53	86
-55	86
-52	86
-52	86
-51	85
-51	84
-50	83
-49	82
-50	80
-49	81
-49	80
-51	78
-49	78
-48	77
-49	76
-48	75
-49	75
-47	74
-47	73
-48	71
-47	70
-46	70
-45	71
-48	67
-45	66
-45	66
-44	64
-44	66
-44	64
-42	62
-44	61
-43	60
-42	60
-41	59
-42	57
-40	57
-41	55
-40	54
-39	52
-39	53
-38	52
-40	50
-40	49
-37	48
-38	48
-34	47
-36	46
-36	45
-35	45
-34	45
-35	43
-34	43
-34	42
-32	42
-32	41
-32	40
-32	39
-33	39
-31	38
-31	36
-31	34
-31	35
-31	35
-29	35
-25	33
-29	33
-28	32
-27	33
-28	29
-28	29
-26	30
-24	29
-24	29
-25	28
-23	28
-23	27
-23	27
-21	26
-22	25
-23	26
-20	24
-21	22
-18	22
-19	21
-19	21
-18	22
-17	21
-18	21
-16	20
-18	19
-16	20
-15	18
-15	19
-13	18
-15	18
-15	17
-14	16
-11	17
-11	15
-12	15
-13	15
-10	14
-10	13
-11	15
-9	13
-11	13
-9	13
-9	12
-9	12
-7	12
-8	12
-6	9
-7	10
-5	9
-5	10
-2	9
-2	8
-2	7
-2	8
-1	7
-2	7
-2	8
-2	6
1	8
-1	7
1	6
1	5
2	5
1	5
0	4
3	5
6	4
4	4
2	3
5	4
4	2
5	2
7	2
6	3
7	3
6	2
7	2
7	1
10	2
9	1
9	0
7	-1
11	-1
10	0
12	0
13	-2
13	0
12	-1
13	-1
14	-1
15	-3
16	-3
16	-1
16	-4
17	-3
15	-3
17	-4
17	-5
18	-3
19	-4
18	-5
19	-5
20	-4
20	-6
22	-7
22	-6
23	-4
21	-5
23	-5
25	-5
24	-7
24	-6
24	-7
24	-6
26	-6
25	-8
28	-8
28	-8
28	-9
27	-8
27	-9
28	-8
28	-9
29	-9
30	-9
29	-8
30	-9
32	-9
31	-10
30	-8
32	-10
33	-11
34	-9
34	-10
35	-10
35	-11
36	-10
33	-11
36	-10
36	-12
38	-10
38	-11
38	-11
39	-11
37	-10
38	-12
38	-13
38	-12
41	-11
42	-10
40	-12
41	-11
44	-13
43	-12
45	-13
41	-16
44	-11
45	-12
44	-13
43	-13
47	-12
46	-14
48	-14
45	-13
47	-13
48	-12
47	-11
48	-14
47	-14
51	-12
50	-13
49	-12
51	-14
51	-15
52	-14
50	-13
53	-13
52	-14
53	-14
53	-15
52	-13
53	-14
53	-15
52	-14
54	-16
54	-16
56	-16
57	-16
56	-15
56	-16
57	-15
57	-15
58	-17
58	-15
59	-17
57	-17
58	-15
59	-16
60	-17
60	-16
60	-16
59	-16
61	-16
60	-17
62	-16
60	-18
62	-18
62	-19
62	-16
62	-18
64	-17
64	-17
63	-19
62	-19
63	-19
64	-19
64	-20
65	-19
65	-18
66	-19
65	-18
65	-18
66	-20
65	-20
65	-19
66	-19
68	-20
66	-21
68	-20
67	-20
69	-20
68	-20
69	-21
69	-21
69	-21
69	-22
70	-21
68	-22
69	-23
70	-23
69	-22
69	-23
68	-22
71	-22
70	-23
71	-22
70	-23
70	-22
70	-24
70	-24
71	-24
71	-24
71	-26
72	-23
71	-24
73	-24
71	-26
73	-24
73	-25
73	-27
72	-28
73	-26
73	-27
75	-27
74	-27
74	-28
71	-27
73	-28
74	-27
76	-28
74	-28
75	-29
73	-31
74	-31
75	-31
74	-31
74	-29
73	-30
75	-32
76	-31
74	-32
75	-33
73	-33
76	-30
77	-32
76	-33
74	-33
74	-34
73	-35
74	-34
74	-34
76	-34
76	-35
74	-34
74	-37
75	-36
75	-37
77	-39
75	-37
77	-36
76	-39
73	-37
77	-39
77	-38
75	-39
78	-40
75	-40
76	-41
75	-41
75	-42
76	-42
76	-42
77	-43
77	-41
77	-43
77	-46
74	-43
76	-44
74	-45
74	-47
76	-45
73	-46
75	-46
76	-48
77	-46
75	-49
75	-48
78	-51
74	-51
75	-51
75	-51
77	-51
76	-50
73	-50
77	-51
75	-54
74	-56
75	-54
73	-55
76	-55
73	-55
73	-56
75	-57
75	-56
73	-57
74	-59
73	-59
74	-60
75	-59
72	-61
74	-61
72	-62
75	-61
73	-63
73	-63
73	-64
74	-64
71	-65
73	-66
74	-65
71	-66
71	-69
74	-68
71	-69
71	-71
73	-72
70	-72
73	-73
70	-72
71	-73
70	-72
73	-75
71	-74
71	-75
70	-75
70	-76
70	-76
69	-75
68	-79
70	-78
67	-81
69	-79
69	-80
69	-81
70	-81
69	-82
69	-82
69	-81
69	-84
70	-85
68	-84
67	-84
66	-84
65	-85
67	-85
68	-87
65	-87
65	-86
66	-87
65	-87
65	-88
65	-88
64	-89
65	-90
64	-89
65	-91
65	-91
63	-91
65	-91
63	-91
63	-92
63	-91
64	-92
63	-92
61	-92
61	-91
61	-92
62	-94
61	-94
59	-93
61	-92
59	-93
60	-92
59	-93
60	-94
59	-93
59	-93
54	-92
57	-93
57	-92
57	-92
54	-91
58	-91
56	-89
55	-91
56	-89
54	-88
56	-88
54	-87
54	-87
54	-86
52	-85
53	-86
54	-85
52	-84
53	-84
52	-82
52	-81
50	-81
50	-78
49	-78
49	-77
50	-76
51	-74
51	-73
51	-74
49	-72
48	-71
46	-69
46	-69
46	-69
46	-69
45	-66
44	-65
47	-65
44	-64
46	-63
43	-62
44	-59
43	-59
42	-59
41	-59
42	-56
41	-54
41	-54
38	-55
38	-52
38	-52
41	-52
39	-50
37	-50
38	-49
38	-46
38	-46
36	-47
35	-44
34	-45
36	-43
35	-42
34	-43
33	-43
34	-41
33	-40
33	-40
32	-39
32	-38
33	-38
31	-37
30	-36
29	-35
30	-36
30	-35
30	-35
28	-33
28	-34
27	-32
28	-29
29	-32
28	-30
27	-29
27	-30
22	-27
24	-28
22	-27
24	-25
22	-27
23	-25
22	-26
23	-25
22	-24
20	-25
19	-24
20	-22
19	-21
19	-21
17	-21
17	-21
17	-19
19	-19
17	-19
13	-19
17	-16
16	-17
16	-18
14	-19
15	-17
14	-17
15	-15
16	-15
13	-16
11	-14
13	-14
11	-13
9	-13
11	-13
7	-12
10	-13
9	-13
7	-12
9	-11
5	-9
6	-10
4	-9
6	-9
6	-9
6	-10
5	-7
4	-8
4	-9
4	-8
2	-7
1	-8
1	-6
2	-6
0	-5
1	-5
-1	-6
-3	-4
-2	-4
-2	-4
-1	-5
-4	-3
-2	-3
-5	-3
-5	-4
-3	-4
-5	-3
-8	-2
-8	-2
-7	-1
-9	-2
-9	-2
-7	0
-9	1
-10	-1
-10	1
-10	0
-10	1
-10	0
-10	2
-11	0
-13	2
-13	0
-11	0
-15	2
-15	0
-15	2
-16	2
-15	2
-15	3
-15	4
-18	3
-17	3
-16	4
-17	4
-18	3
-20	4
-18	4
-19	5
-18	5
-19	4
-21	6
-22	8
-21	6
-23	6
-23	7
-25	5
-23	8
-24	7
-27	5
-25	7
-23	8
-27	8
-29	8
-29	6
-29	8
-29	7
-29	8
-29	8
-30	6
-31	8
-29	8
-30	7
-31	9
-32	8
-32	9
-34	8
-33	8
-33	10
-34	10
-34	8
-33	8
-34	9
-37	9
-35	9
-36	10
-36	10
-38	11
-39	10
-39	8
-39	10
-41	12
-39	11
-38	10
-42	13
-40	10
-42	11
-42	10
-42	11
-42	10
-42	12
-44	12
-42	10
-46	11
-45	11
-44	12
-44	12
-47	10
-46	12
